name,ingredients,prep_time,cook_time,state,course,People_liked,demand_increase_per_year,Profit_Per-Item
authentic godumai dosai  ,"2 cups Whole Wheat Flour,1/2 cup Curd (Dahi / Yogurt),2 Onions - finely chopped,1 Green Chilli - finely chopped,Coriander (Dhania) Leaves - Few,1 sprig Curry leaves - torn roughly,Salt - to taste,2 teaspoons Sesame (Gingelly) Oil",10,80,South Indian Recipes,South Indian Breakfast,692,348,22
masala chai  ,"2 cups water, 1 tablespoon tea leaf - tea of ​​your choice, 1 teaspoon ginger - grated, 1 teaspoon cardamom powder, 1/2 teaspoon pepper powder, 1/2 teaspoon cinnamon powder, 1/4 cup Milk, sugar - as per taste",5,10,Indian,Side Dish,774,623,2
stuffed dahi vada ,"1/4 cup Avarekai (Broad Beans) - soaked overnight,1/2 cup White Urad Dal (Whole) - soaked overnight,1 Onion - finely chopped,1 tablespoon Ginger - grated,2 Green Chillies - finely chopped,Salt - as required,1/4 cup Cashew nuts,1/4 cup Raisins,2 cup Curd (Dahi / Yogurt),1 cup Water,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera) - or chaat masala,2 Green Chillies - finely chopped,1/2 cup Carrot (Gajjar) - grated,1/2 cup Coriander (Dhania) Leaves - finely chopped,Salt - as required",30,30,Indian,Snack,406,604,29
dahi wale makhane  ,"1 Onion - chopped,4 cloves Garlic - chopped,1 teaspoon Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 Cardamom (Elaichi) Pods/Seeds,1 Cloves (Laung),1/3 cup Curd (Dahi / Yogurt) - at room temperature,1/3 cup Water,Salt - to taste,2 teaspoons Gram flour (besan),1/2 inch Ginger - chopped,1 Green Chilli - chopped,1 cup Phool Makhana (Lotus Seeds),1/2 teaspoon Ghee,1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Tandoori masala,1/2 teaspoon Red Chilli powder,1/2 teaspoon Lemon juice",10,20,North Indian Recipes,Lunch,715,504,21
carrot soup ,"5 Carrots (Gajjar) - peeled and chopped,1 Onion - sliced,1 Potato (Aloo) - cubed,1 Celery - chopped,1 inch Ginger - peeled and chopped,1 teaspoon Coriander Powder (Dhania),2 teaspoons Whole Black Peppercorns - crushed,3 cups Vegetable stock,2 teaspoons Extra Virgin Olive Oil,1 Lemon wedges",10,15,Continental,Dinner,373,174,17
jolada ganji  ,"1/2 cup Jowar Flour (Sorghum),1-1/2 cup Water - or buttermilk,1 teaspoon Lemon juice - (skip if you are using buttermilk),Salt - to taste,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,1/2 teaspoon Black Urad Dal (Split),3 Green Chillies - finely chopped,1 Onion - finely chopped,1 sprig Curry leaves - roughly torn",5,15,North Karnataka,Lunch,760,759,21
 kerala avial ,"250 grams Ash gourd - cut straight, 2 drumsticks - cut straight, 2 carrots - cut straight, 10 green beans - cut straight, 1 raw banana - peel and chop straight, 2 potatoes - peel and chop straight, 250 grams Yam - peel and chop, 1-1 / 2 cup coconut - grated, 3 green chillies, 1 sprig curry leaves, 1 teaspoon cumin seeds, 1 tablespoon coconut oil, salt - as per taste",30,45,Kerala Recipes,Lunch,170,945,25
poha chivda  ,"2 cups poha, 1/2 cup peanuts - roast, 1/2 cup roasted chana dal, 1/2 cup boondi, 2 teaspoons red chili powder, 10 curry leaves, dry coconut - cut into small pieces, salt - According to taste",10,20,North Indian Recipes,Snack,268,192,20
healthy & delicious jamun fruit smoothie ,"3/4 cup Jamun (black plum) - deseeded,2 cups Curd (Dahi / Yogurt) - (low fat),1/2 cup Milk,Honey - to taste,Crushed ice - as required",10,30,Indian,World Breakfast,556,485,19
khakra chaat ,"4 Homemade Whole Wheat Khakras,1/4 cup Green Chutney (Coriander & Mint),1/4 cup Sweet Chutney (Date & Tamarind),1/4 cup Sev,1/4 cup Green Moong Sprouts,1/4 cup Onion - finely chopped,1/4 cup Tomato - finely chopped,1/4 cup Cucumber - finely chopped,1/2 teaspoon Chaat Masala Powder,1/4 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),Coriander (Dhania) Leaves - finely chopped",15,0,North Indian Recipes,Snack,919,863,17
sweet potato avocado brownie bites ,"1/2 cup Sweet Potato - pureed or pumpkin puree,1 Avocado,2 Whole Eggs,1/2 cup Honey,2 tablespoons Coconut Oil - melted,3 tablespoons Coconut flour,1/3 cup Cocoa Powder,1-1/2 teaspoon Baking soda,1/4 teaspoon Sea salt,1/3 cup Chocolate chips,1/4 cup Walnuts - chopped (optional)",10,30,Continental,Dessert,633,393,24
menthya jolada mudde  ,"1 cup Jowar Flour (Sorghum),1 cup Methi Leaves (Fenugreek Leaves) - finely chopped,1 teaspoon Salt,2 teaspoons Sunflower Oil,1 cup Water - and few tablespoons more,1 teaspoon Ghee",15,15,North Karnataka,Main Course,491,538,23
big farm fresh pizza  loaded with crisp veggies,"1 Pizza base - homemade or store-bought,4 tablespoons Fresh cream,5 tablespoons Homemade Pizza And Pasta Sauce,200 grams Mozzarella cheese,1/3 cup Milk,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - chopped,1/3 cup Onion - sliced,1/4 cup Baby corn - slit,3 tablespoons Del Monte Black Olives - sliced,1/4 cup Carrot (Gajjar) - sliced to 1-inch,1/4 cup Green Bell Pepper (Capsicum) - sliced,1/4 cup Sweet corn,3 Pickled Jalapenos - sliced,1/4 cup Tomato - chopped,Salt - as per taste,1 teaspoon Black pepper powder,1 1/2 teaspoon Dried oregano,1 teaspoon Red Chilli flakes,1 tablespoon Extra Virgin Olive Oil",15,45,Italian Recipes,Lunch,884,984,12
fennel pesto pull,"1-1/2 cups All Purpose Flour (Maida),1-1/2 cups Whole Wheat Flour,1/4 cup Milk Powder,4 tablespoons Extra Virgin Olive Oil,1 Potato (Aloo) - boiled and mashed,3 tablespoon Honey,Salt - to taste,2-1/2 teaspoons Active dry yeast,1-1/8 cup Lukewarm Water,1 tablespoon Sesame seeds (Til seeds),1/4 cup Walnuts - or pine nuts,Fennel Leaves - half a bunch,50 gram Cheddar cheese,1/4 cup Extra Virgin Olive Oil,4 - 5 cloves Garlic,Lemon juice - of 1 lemon,Lemon zest - of half a lemon,Salt and Pepper - to taste",20,55,Continental,Dinner,264,929,25
masala omelette sliders  ,"2 Whole Eggs,1 Onion - finely chopped,1 Tomato - finely chopped,2 tablespoons Cheese - grated,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - a small bunch finely chopped,Salt - to taste,1 teaspoon Sunflower Oil,2 Pav buns,2 teaspoons Green Chutney (Coriander & Mint),2 teaspoon Tomato Ketchup,2 teaspoons Butter",10,10,Continental,World Breakfast,152,331,1
paatolyo  ,"2 Turmeric leaves - Long ones,1/2 cup Fresh coconut - grated,3/4 cup Jaggery - adjustable,1/2 teaspoon Cardamom Powder (Elaichi),1/4 cup Instant Oats (Oatmeal),2 tablespoon Ragi Flour (Finger Millet/ Nagli),1 pinch Salt,1/4 cup Dry Fruits,1/4 cup Rice flour,1/4 cup Jowar Flour (Sorghum),Salt - to taste",30,15,Goan Recipes,Dessert,823,754,3
mexican style pumpkin and spinach quesadillas ,"1 cup Kaddu (Parangikai/ Pumpkin) - cubed,1 1/2 cup Spinach Leaves (Palak) - washed,4 Whole Wheat Flour Tortilla,1/2 tablespoon Extra Virgin Olive Oil,1/4 teaspoon Black pepper powder,1/4 teaspoon Paprika powder,1/2 cup Mozzarella cheese - shredded,1/2 teaspoon Salt",5,30,Mexican,Lunch,560,155,26
farm fresh vegetarian pasta salad ,"2 cups Conchiglie Pasta - boiled,1 English Cucumber - diced,6 - 8 Cherry tomatoes - halved,1 Red onion - thinly sliced,Few sprig Basil leaves - roughly torn,Few sprig Purple Basil - torn,Salt and Pepper - to taste,1 tablespoon Extra Virgin Olive Oil,2 tablespoons Apple cider vinegar,Lemon zest - of one lemon,Lemon juice - of one lemon,1 teaspoon Sugar - to taste,Few sprig Parsley leaves - finely chopped,5 cloves Garlic - minced",15,15,Italian Recipes,Appetizer,689,772,12
struffoli ,"1 cup All Purpose Flour (Maida) - and more for dusting,1 teaspoon Lemon zest,1 teaspoon Orange Zest (Rind),1/4 cup Curd (Dahi / Yogurt),2 tablespoon Sugar,1 teaspoon Vanilla Extract,1 pinch Salt,Sunflower Oil - for frying,1/2 cup Sugar,1/4 cup Honey,1/2 teaspoon Lemon juice,1 cup Hazelnut - toasted,Icing Sugar - for dusting",45,30,Italian Recipes,Dessert,983,306,28
grilled pesto paneer ,"200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,2 tablespoons Hung Curd (Greek Yogurt),2 to 3 teaspoons Extra Virgin Olive Oil - to grill,1 cup Basil leaves - tightly packed,7 to 8 Walnuts,2 cloves Garlic,1/4 cup Parmesan cheese - grated,1/4 cup Extra Virgin Olive Oil,Salt and Pepper - to taste",10,20,Fusion,Appetizer,899,272,2
beet latte ,"1 cup Almond Milk (Badam Milk) - hot and frothed,1 tablespoon Coconut milk,1/4 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Vanilla Extract,1/2 tablespoon Cocoa Powder,1 tablespoon Beetroot juice - freshly extracted,Coconut Sugar - as per taste",10,15,Continental,Snack,523,335,28
aloo dal pakoras  ,"1 कप हरी मूंग दाल - 1 घंटे के लिए सूखा ले,1/2 इंच अदरक,3 हरी मिर्च - या स्वाद अनुसार,नमक - स्वाद अनुसार,3 आलू - उबालकर मैश कर ले,1/2 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च धनिया पाउडर,1/8 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च सौंफ - पाउडर कर ले,1 छोटा चमच्च निम्बू का रस,हरा धनिया - थोड़ा,हींग - चुटकी भर,नमक - स्वाद अनुसार,तेल - तलने के लिए",60,20,North Indian Recipes,Snack,224,565,19
assamese style mohura pitha  ,"2 cups Rice flour,1 cup Water - + 2 tablespoons extra,1/2 teaspoon Salt,1 cup Fresh coconut - grated,1/2 cup Jaggery - powdered,1/2 cup Raw Peanuts (Moongphali) - roasted,1 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Black pepper powder",5,30,Assamese,Side Dish,469,769,13
chocolate buckwheat pancake skewers ,"1 cup Buckwheat Flour (Kuttu Ka Atta),1 cup Almond Milk (Badam Milk) - + 2 tablespoons,1 teaspoon Baking powder,1/4 cup Ripe Bananas - mashed,1 tablespoon Cocoa Powder,1/4 cup Coconut Sugar - or raw sugar/powdered jaggery,1 teaspoon Vanilla Extract,Coconut Oil - Virgin as needed.,1/4 cup Cocoa Powder,1/4 cup Coconut Oil - melted virgin (cold pressed),1 tablespoon Maple syrup - or honey,Mixed fruits - (kiwi slices",10,30,Continental,World Breakfast,524,291,4
andhra style peanut chutney  with tomatoes,"1 cup Roasted Peanuts (Moongphali) - with skin removed,3 cloves Garlic,2 Tomatoes - finely chopped,5 Dry Red Chillies,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves,Salt - to taste",15,15,Andhra,Side Dish,803,359,9
drumstick dal ,"1 cup Arhar dal (Split Toor Dal),2 Drumstick - cut into 3 inch pieces,1 Onion - sliced,2 Tomatoes - roughly chopped,2 Green Chillies - slit,1 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 teaspoon Ghee,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Mustard seeds,1 sprig Curry leaves,3 Dry Red Chillies",15,30,South Indian Recipes,Lunch,200,316,18
kabuli chana chaat ,"2 cups Kabuli Chana (White Chickpeas) - soaked for 8 hours,2 Tomatoes - finely chopped,2 Onions - finely chopped,1 Cucumber - finely chopped,1 Potato (Aloo) - boiled and finely chopped,3 Green Chillies - finely chopped,3 sprig Coriander (Dhania) Leaves - finely chopped,2 teaspoons Chaat Masala Powder,1/2 teaspoon Amchur (Dry Mango Powder),3 tablespoon Aloo Bhujia,1/2 tablespoon Lemon juice,Salt - to taste",0,20,North Indian Recipes,Snack,270,918,17
dhaba style tomato chutney ,"2 Tomatoes,5 cloves Garlic,3 Green Chillies,2 teaspoon Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard oil,Salt - to taste",5,10,North Indian Recipes,Side Dish,331,767,6
moong dal idli & dosa batter ,"1 cup Yellow Moong Dal (Split) - soaked overnight,1 teaspoon Methi Seeds (Fenugreek Seeds),1 cup Idli Rice - soaked overnight,2-1/2 teaspoon Salt",480,0,South Indian Recipes,South Indian Breakfast,467,601,19
stuffed onion vegetable ,"20 Pearl onions (Sambar Onions),1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Coriander Powder (Dhania),Salt - to taste,6 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 teaspoon Tamarind Water,2 sprig Coriander (Dhania) Leaves - finely chopped",10,15,North Indian Recipes,Side Dish,389,394,15
grilled eggplant roll  with spicy herbed carrots,"2 Brinjal (Baingan / Eggplant) - sliced lengthwise of 1/4 inch thickness,4 Carrots (Gajjar) - julienned,1/4 cup Homemade Basil Pesto - (you can also use basil pesto),Parsley leaves - a small bunch,1/2 cup Parmesan cheese - or more,Salt and Pepper - (freshly ground black pepper),Extra Virgin Olive Oil - for cooking,Tzatziki - to serve",20,40,Continental,Appetizer,136,104,26
methi paneer bhurji ,"1 कप टमाटर प्यूरी,2 कली लहसुन,1 प्याज - काट ले,1 इंच अदरक,1/4 छोटा चमच्च हल्दी पाउडर,1/4 छोटा चमच्च गरम मसाला पाउडर,नमक - स्वाद अनुसार,1/4 छोटा चमच्च लाल मिर्च पाउडर,तेल - प्रयोग अनुसार,1/2 छोटा चमच्च जीरा,2 बड़े चमच्च क्रीम,1/4 छोटा चमच्च हल्दी पाउडर,1 प्याज - बारीक काट ले,2 हरी मिर्च - बारीक काट ले,1 इंच अदरक - कस ले,1 शिमला मिर्च (हरी) - बारीक काट ले,1 टमाटर - बारीक काट ले,3/4 कप मेथी - बारीक काट ले,2 छोटे चमच्च कसूरी मेथी,200 ग्राम पनीर - क्रम्ब्ल कर ले,नमक - स्वाद अनुसार,लाल मिर्च पाउडर - स्वाद अनुसार,तेल - प्रयोग अनुसार,4 टहनी हरा धनिया - बारीक काट ले",15,40,North Indian Recipes,Lunch,343,343,23
dahi chivda  ,"1 cup Poha (Flattened rice) - or  poha,1 cup Curd (Dahi / Yogurt) - (or as required),1 cup Mango (Ripe) - diced,1 cup Strawberries - (hulled washed and chopped or sliced),2 tablespoon Mixed nuts,Honey - or palm sugar to sweeten the yogurt",5,10,Fusion,World Breakfast,647,993,15
paan matka kulfi ,"2 liter Milk - full fat,1/2 teaspoon Cardamom Powder (Elaichi),Saffron strands - a few,1/3 cup Sugar,1/4 cup Sweet paan mix - you get them in the mukhwas section,Dried rose petals - to garnish,Pistachios - crushed",10,30,North Indian Recipes,Dessert,943,778,9
classic caesar salad ,"2 cups Green Romaine lettuce - roughly torn,1/2 cup Cucumber - sliced,1/4 cup Cherry tomatoes - cut into half,1/2 cup Fried Bread Cubes (Croutons),2 tablespoons Classic Mayonnaise (With Egg),1/2 teaspoon Mustard sauce,Salt - to taste,1 tablespoon Lemon juice,1 teaspoon Black pepper corns - crushed,1 tablespoon Extra Virgin Olive Oil,4 cloves Garlic - crushed,1/2 teaspoon Sugar,Parmesan cheese - for garnish",15,0,Italian Recipes,Appetizer,439,228,5
shahi bhindi  ,"300 grams okra - cut into 1 inch, 1/2 tsp red chilli powder, 1/4 tsp turmeric powder, 1/2 tsp garam masala powder, 2 tbsp cream, 1/2 tsp kasoori methi, 2 1 tsp oil, 1 tbsp ghee, 1 onion - chopped, 1/4 cup cashew nuts, 1 tomato - chopped, 4 garlic, 1 tsp ginger - grated, 2 cardamom, 2 long, 1/2 inch cinnamon, 1 green chili, 1 tsp cumin seeds",10,40,North Indian Recipes,Lunch,670,510,21
summer fruit tart ,"250 grams Whole Wheat Oatmeal Cookies,75 grams Butter (unsalted) - cubed,1 liter Butterscotch ice cream - (store bought),1/2 cup Mango coulis - or strawberry/blueberry coulis (whichever you like),1 Mango (Ripe) - sliced,8 Lychee - skin removed and deseeded,2 Chikoo (Sapota Fruit) - skin peeled,2 Plums - deseeded and sliced,1 cup Green seedless Grapes,1/4 cup Icing Sugar",300,30,Continental,Dessert,649,883,19
ayam goreng kremes  ,"1/4 cup Cashew nuts,8 cloves Garlic,1 Onion,1 tablespoon Lemon juice,5 Kaffir lime leaves,2 teaspoons Coriander (Dhania) Seeds,1 cup Tender coconut water,Salt - to taste,200 grams Chicken breasts - cut into 1 inch cubes,1 Whole Egg,2 tablespoons Rice flour,Salt - to taste,2 teaspoons Sunflower Oil,6 cloves Garlic,2 Dry Red Chillies - crushed,Sunflower Oil - to deep fry",10,20,Indonesian,Appetizer,622,276,13
mangalore buns  ,"2 cups Whole Wheat Flour,1 Nendra Pazham Banana (Ripe) - or any over ripe banana,3 tablespoons Sugar,1/8 teaspoon Baking soda,2 tablespoons Curd (Dahi / Yogurt),1/2 teaspoon Cumin seeds (Jeera),2 tablespoons Ghee,1/2 teaspoon Salt,Sunflower Oil - to deep fry",20,40,Mangalorean,South Indian Breakfast,392,226,12
spinach and millet pulav ,"1 cup Foxtail Millet - or broken wheat (dalia),1 inch Ginger,2 Tomatoes - finely chopped,2 Green Chillies - slit,2 Bay leaves (tej patta),2 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),250 grams Spinach Leaves (Palak) - chopped,Salt - to taste,1 tablespoon Sunflower Oil,2 tablespoons Ghee - (optional)",10,30,Indian,Dinner,127,660,3
saag tofu ,"250 ग्राम टोफू - काट ले,300 ग्राम पालक,300 ग्राम सरसों,2 इंच अदरक,4 हरी मिर्च - काट ले,1/4 कप टमाटर प्यूरी,8 लहसुन - पीस ले,1 छोटा चमच्च जीरा,हींग - चुटकी भर,1/2 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च गरम मसाला पाउडर,नमक - स्वाद अनुसार,2 बड़े चमच्च मक्की का आटा,3 सुखी लाल मिर्च,1 छोटा चमच्च तेल,1 छोटा चमच्च घी,पानी - प्रयोग अनुसार",15,45,North Indian Recipes,Lunch,482,774,3
mangalorean style lobia gassi  ,"1 cup Shallots,2 Cloves (Laung) - garlic,1/2 cup Fresh coconut - grated,4 Dry Red Chillies,1 tablespoon Coriander (Dhania) Seeds,1 tablespoon Cumin seeds (Jeera),1 tablespoon Methi Seeds (Fenugreek Seeds),1 tablespoon Whole Black Peppercorns,2 sprig Curry leaves,18 grams Tamarind,1 cup Black Eyed Beans (Lobia) - soaked in water for 2 hours,1 cup Coconut milk,1 teaspoon Turmeric powder (Haldi),1 Cinnamon Stick (Dalchini),1 teaspoon Mustard seeds,2 cloves Garlic - crushed,1 Dry Red Chilli,1 teaspoon Asafoetida (hing),Sunflower Oil - for cooking,Salt - to taste",150,45,Mangalorean,Lunch,542,205,28
"roasted vegetable quesadilla  with zucchini, carrots & red cabbage","2 cups Whole Wheat Flour,Salt - to taste,4 Stalks Spring Onion (Bulb & Greens) - finely chopped,1 Carrots (Gajjar) - finely chopped,1 Yellow Zucchini - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 cup Red cabbage - finely chopped,1 teaspoon Tabasco Original - Hot Sauce,1 teaspoon Cumin powder (Jeera),1 cup Processed Cheese - grated,Extra Virgin Olive Oil - for cooking",20,30,Mexican,Dinner,399,857,1
